ID,Arrondissement,Nom_parc_lieu,Proximité_jeux_repère,Intersection,Etat,Date_installation,Remarque,Precision_localisation,X,Y,Longitude,Latitude
672,Saint-Laurent,Marcel-Laurin,piste d'athlétisme,rue Robert-Peary,,,,orthophotographies,288892.57,5041006.49,-73.7035810360306,45.5087975089578
673,Saint-Laurent,Marcel-Laurin,soccer,boul Poirier,,,,orthophotographies,288589.49,5041012.62,-73.7074599882133,45.5088456904097
674,Saint-Laurent,Marcel-Laurin,soccer,boul Poirier,,,,orthophotographies,288667,5040947.33,-73.7064658839616,45.5082599845165
675,Saint-Laurent,Marcel-Laurin,près de PolyvalenteÉ.-Legault,boul Thimens/rue Samson,,,,orthophotographies,288747.79,5040782.46,-73.7054265651118,45.5067782881147
676,Saint-Laurent,Bélanger,,rue Cardinal/boul de la Côte-Vertue,,,,orthophotographies,290351.02,5041515,-73.6849310870455,45.5134050098486
677,Saint-Laurent,Hartenstein,tennis,rue Cardinal/rue Tassé,,,,orthophotographies,289901.82,5041830.68,-73.6906899159788,45.5162361604742
678,Saint-Laurent,Hartenstein,bute pour glisser,rue Cardinal/rue Tassé,,,,orthophotographies,289877.89,5041910.2,-73.6909986280761,45.5169511982506
679,Saint-Laurent,Hartenstein,extérieur du chalet,rue Gohier,,,,orthophotographies,289869.63,5041999.38,-73.6911070694490,45.5177534949469
680,Saint-Laurent,Hartenstein,intérieur du chalet,rue Gohier,,,accès restreint,orthophotographies,289863.86,5042005.69,-73.6911811166699,45.5178101509967
681,Saint-Laurent,Hartenstein,BBQ,rue Décarie/rue Deguire,,,,orthophotographies,289818.22,5042137.8,-73.6917693389719,45.5189979445400
682,Saint-Laurent,Cousineau,chalet,ave O'Brien/rue Lapointe,,,,orthophotographies,289913.65,5042415.07,-73.6905562474445,45.5214949620397
683,Saint-Laurent,Cousineau,module de jeux,ave O'Brien/rue Lapointe,,,,orthophotographies,289828.85,5042381.36,-73.6916407140079,45.5211898117047
684,Saint-Laurent,Cousineau,parc à chien,ave O'Brien/rue Lapointe,,,,orthophotographies,289827.3,5042446.64,-73.6916625494058,45.5217771907477
685,Saint-Laurent,Harris,chalet,ave Sainte-Croix/rue Tassé,,,,orthophotographies,290340.34,5042148.57,-73.6850864674194,45.5191058808966
686,Saint-Laurent,Beaulac,chalet,rue Elizabeth,,,,orthophotographies,290917.49,5042236.32,-73.6777013569383,45.5199072180595
687,Saint-Laurent,L'Archevêque,,rue Couvrette (face au #1275),,,,orthophotographies,291095.56,5042816.01,-73.6754382164202,45.5251269987987
688,Saint-Laurent,Saint-Laurent,tennis,rue Dutrisac/croissant du Ruisseau,,,,orthophotographies,290080.87,5043086.42,-73.6884358873168,45.5275395533222
689,Saint-Laurent,Saint-Laurent,module de jeux,rue Dutrisac/place Dutrisac,,,,orthophotographies,290030.28,5042937.81,-73.6890790622582,45.5262012393035
690,Saint-Laurent,Saint-Laurent,baseball,rue Poirier/rue Muir,,,,orthophotographies,290253.06,5043086.18,-73.6862314970658,45.5275410087539
691,Saint-Laurent,Saint-Laurent,,rue Poirier/rue Muir,,,localisation approx.,localisation approx.,290251.52,5043057.64,-73.6862503646768,45.5272841638709
692,Saint-Laurent,Saint-Laurent,,rue Poirier/rue Muir,,,localisation approx.,localisation approx.,290257.64,5043066.18,-73.6861722700470,45.5273611374465
693,Saint-Laurent,Saint-Laurent,intérieur du chalet,rue Poirier/rue Barré,,,,orthophotographies,290154.77,5043073.2,-73.6874894214772,45.5274221519237
